NAME,2019_population,2018_population,2017_population,2016_population,2015_population,2014_population,2013_population,2012_population,2011_population,2010_population,2009_population,2008_population,2007_population,2006_population,2005_population,2019_home_values,2018_home_values,2017_home_values,2016_home_values,2015_home_values,2014_home_values,2013_home_values,2012_home_values,2011_home_values,2010_home_values,2009_home_values,2008_home_values,2007_home_values,2006_home_values,2005_home_values
"Mohave County, Arizona",212181,209550,207200,205249,204737,203361,203030,203334,202351,200181,194825,196281,194944,193035,185969,186200,189300,157100,148700,139400,120200,123900,118400,119200,143100,158600,177700,204600,191400,157500
"Montgomery County, Alabama",226486,225763,226646,226349,226519,226189,226659,230149,232032,229844,224119,224810,225791,223571,209374,134300,134800,128200,126000,122100,125400,119000,119900,119700,129300,122900,121400,121300,107200,101000
"Fayette County, Pennsylvania",129274,130441,131504,132733,133628,134086,134999,135660,136097,136446,142605,143925,144556,145760,141661,101100,109100,101000,101700,96300,89200,89100,85400,83500,84200,79600,85000,84700,75300,76600
"Hunterdon County, New Jersey",124371,124714,125059,124676,125488,126067,126250,127050,128038,128373,130034,129031,129348,130783,126116,423600,423100,405200,409100,404900,378700,380700,383600,403800,411400,430200,450100,472800,475300,433000
"Penobscot County, Maine",152148,151096,151957,151806,152692,153414,153364,153746,153786,153849,149419,148651,148784,147180,140625,154300,149500,136300,136300,143100,135500,133000,135100,136900,140600,140300,136200,125100,118700,112700
"Rowan County, North Carolina",142088,141262,140644,139933,139142,138630,138323,138180,138019,138446,140798,139225,137383,136254,130457,158700,137000,130000,131100,121500,130400,136000,126800,130300,128400,137000,125900,122500,118200,112400
"New London County, Connecticut",265206,266784,269033,269801,271863,273676,274150,274170,273502,274055,266830,264519,267376,263293,253468,255400,238400,239400,242000,240900,234900,241100,248200,252600,265000,264700,277000,273600,253200,237400
"Nevada County, California",99755,99696,99814,99107,98877,98893,98200,98292,98612,98794,97751,97118,97027,98764,97572,485000,456000,437200,381100,383400,347700,337400,324600,340400,369300,413900,450000,477900,478400,440100
"Broome County, New York",190488,191659,193639,195334,196567,197349,197534,198060,199031,200272,194630,195018,195973,196269,186680,118000,119500,114200,121600,111900,114200,107700,109000,109400,107300,108100,99100,97600,93400,84100
"Laurens County, South Carolina",67493,66994,66848,66777,66623,66533,66229,66223,66528,66500,70045,69681,69582,70374,67556,116900,95500,87000,91600,89100,92100,82800,78800,74400,73300,93000,90300,86000,87000,81300
"Richmond County, Georgia",202518,201554,201800,201647,201793,201368,202003,202587,201217,201005,199768,199486,197372,194398,185150,124500,108500,101800,101600,102200,102400,94800,105900,106100,95500,100700,102400,97400,92700,91800
"Hillsborough County, New Hampshire",417025,415247,409697,407761,406678,405184,403985,402922,401696,401057,405906,402042,402302,402789,393207,293300,283500,278400,267400,256200,244700,240800,242300,250600,257100,262400,277800,283400,279500,264100
"Fond du Lac County, Wisconsin",103403,103066,102548,102144,101973,101759,101798,101843,102079,101665,100070,99453,99124,99243,94964,172700,162700,152100,157700,146700,141600,142600,141700,149400,147700,146000,142600,140800,137400,124600
"Morgan County, Alabama",119679,119089,118818,119012,119565,119607,119787,120395,119953,119626,117293,115959,115050,115237,112005,151600,139700,143000,123500,132000,120900,123600,122300,120400,128200,114900,124600,107100,108200,100500
"Washington County, Rhode Island",125577,126179,126150,126288,126517,126653,126259,125946,126563,127008,126925,126264,126902,127561,123322,371700,356000,339400,323200,321700,298300,317800,300000,305300,342300,341400,367400,351500,371500,349900
"Mesa County, Colorado",154210,153207,151616,150083,148513,148255,147554,147848,147083,146313,146093,143171,139082,134189,126588,262300,229000,226400,212200,198800,198000,204800,197700,202200,219500,234700,224900,225000,185400,163600
"Sullivan County, Tennessee",158348,157668,157158,156667,156791,157047,156595,156786,157419,156794,154552,153900,153519,153239,150027,157100,145800,142800,128400,133800,122600,129600,119100,127200,119000,114800,110800,105900,96500,98600
"McHenry County, Illinois",307774,308570,309122,307004,307343,307283,307409,308145,308944,309192,320961,318641,315943,312373,302471,236100,233200,227900,216700,205300,210900,196400,203100,215700,231700,243000,265500,262100,252700,239100
"Coryell County, Texas",75951,74808,74913,74686,75503,75562,76192,77231,76508,75645,72529,72654,72156,72667,58930,133100,118100,115200,99300,113700,106900,99600,100300,96000,95800,103900,101400,89900,80200,81700
"Ulster County, New York",177573,178599,179417,179225,180143,180445,180998,181791,182448,182435,181440,181670,181860,182742,170938,238900,243700,233000,224800,216900,217100,218500,220600,235200,234300,246100,243300,254200,238600,222200
"Newport County, Rhode Island",82082,82542,83460,82784,82423,82358,82397,82036,82695,82852,80300,80478,82777,82144,80965,387200,405900,389600,383400,366700,337200,348800,345500,361200,354600,375700,421300,414800,407900,391400
"Delaware County, Indiana",114135,114772,115184,115603,116852,117074,117484,117364,117660,117669,115192,114685,115419,114879,108356,101800,96000,92100,91900,94100,88300,85700,86200,90700,94800,92300,92200,95000,89100,89800
"Mercer County, Pennsylvania",109424,110683,111750,112913,114234,114884,115195,115655,116205,116558,116071,116652,116809,118551,112981,123400,132100,123700,116200,117500,109900,105100,108200,99900,98700,106900,100600,97300,97600,92400
"Grafton County, New Hampshire",89886,89786,89386,88888,89320,89658,89629,89181,88923,89108,86291,85921,85514,85336,77887,220000,233900,217300,224500,213400,214700,205500,210700,209100,215200,210600,222500,198400,210800,196900
"Muskingum County, Ohio",86215,86183,86149,86068,86290,85818,85231,85950,86237,86142,84884,85087,85333,86125,83110,131700,120000,112400,125400,116300,111200,96800,102900,112200,103100,118500,111300,112000,110600,98600
"Randolph County, North Carolina",143667,143351,143282,143416,142799,142778,142577,142466,142358,141960,142151,141186,140145,140410,136953,130200,128800,124700,116800,121500,110800,120200,120300,123700,115200,127900,120700,119200,109100,102000
"Racine County, Wisconsin",196311,196584,196071,195140,195080,195163,195041,194797,195388,195510,200601,199510,195099,196096,190368,200800,187300,169500,169100,162000,164400,160600,162100,171000,177600,179500,182900,180000,167900,157800
"Rock Island County, Illinois",141879,143477,144808,144784,146133,146063,147258,147457,147556,147517,146826,146886,147329,147545,143140,124300,118100,117300,117000,113400,115900,111100,115800,112700,113000,116400,109300,105000,101000,96200
"Lake County, Indiana",485493,484411,485640,485846,487865,490228,491456,493618,495558,495981,494211,493800,492104,494202,487663,163100,154000,147200,148100,138900,134600,135800,137600,135200,141400,133700,144400,136300,131300,119800
"Cass County, Missouri",105780,104954,103724,102845,101603,100889,100641,100376,100052,99723,100184,98429,97133,95781,93266,206200,192900,172100,168300,164800,163200,157500,157900,156400,154200,151300,160600,153600,150100,146700
"Dutchess County, New York",294218,293718,295568,294473,295754,296579,296916,297322,297999,297577,293562,292878,292746,295146,276889,290200,291600,279300,279300,268100,270900,274000,275900,287400,299100,310600,326700,343900,334200,306900
"Liberty County, Texas",88219,86323,83658,81704,79654,78117,76907,76571,76206,75868,75779,75333,75434,75685,70116,141200,115700,99200,94300,106100,80900,89000,84600,90900,86100,75100,77200,84500,67400,75400
"Clallam County, Washington",77331,76737,75474,74570,73486,72715,72312,71863,71838,71515,71413,71021,70474,70400,68147,279500,281800,256200,225200,220300,215600,218300,209400,219100,239800,226700,268600,241200,223800,186300
"Greene County, Tennessee",69069,69087,68808,68615,68580,68335,68267,68819,69339,68797,66282,66911,69943,68109,67268,134400,130500,115700,133600,107500,115900,113400,108100,108600,104600,111000,108300,97800,94500,83800
"Chemung County, New York",83456,84254,85557,86322,87071,87770,88506,88911,88840,88824,88331,87813,88015,88641,84117,110900,105300,112900,111600,98600,111800,96500,95500,96900,92100,93100,85200,81900,76400,78600
"Belmont County, Ohio",67006,67505,68029,68673,69154,69461,69571,69671,70151,70319,68066,67975,67908,68771,65833,103600,98500,115200,99500,92600,92300,85400,97800,87300,86500,85500,83100,90000,80400,77500
"Vigo County, Indiana",107038,107386,107516,107931,107896,108175,108291,108428,108182,107958,105967,105968,104915,103009,95094,116700,98200,93900,100100,88000,90000,90500,95500,92900,93300,92100,87200,91000,87300,81500
"El Dorado County, California",192843,190678,188987,185625,184452,183087,181737,180561,180938,181194,178447,176075,175689,178066,175790,502000,486600,472100,426800,413100,376800,352900,335700,337900,376600,399800,446600,506500,515100,497800
"Shasta County, California",180080,180040,179921,179631,179533,179804,178980,178586,177774,177291,181099,180214,179427,179951,176570,279200,265000,248900,237200,238900,226900,209700,202500,203700,225600,243300,279400,255500,290500,240200
"Tazewell County, Illinois",131803,132328,133526,134385,134800,135707,136352,135949,135661,135433,132466,131524,131154,130559,126797,143200,142700,140400,141400,138900,136900,130100,137100,128700,134700,130300,128300,125400,118600,114500
"Franklin County, Missouri",103967,103670,103330,102838,102426,102084,101816,101412,101938,101508,101263,100898,100045,100067,98086,166800,170000,165800,169100,160700,139900,144700,146800,151400,147000,156000,147100,143700,134600,129700
"Hampton city, Virginia",134510,134313,134669,135410,136454,136879,136699,136836,136401,137381,144236,145494,146439,145017,133584,193500,186400,184100,194900,183700,188900,185200,187700,199000,203700,204300,194100,188600,165300,139300
"Adams County, Pennsylvania",103009,102811,102336,102180,102295,101714,101546,101482,101434,101485,102323,101119,100779,101105,95850,206200,206800,203500,206900,193800,190700,192900,190900,195200,203100,206300,221700,192300,192000,157200
"Davidson County, North Carolina",167609,166614,165466,164926,164622,164072,163420,163260,162697,162930,158582,158166,156530,156236,152670,154700,151100,140000,131800,134400,130800,133300,131800,130100,133400,135400,125400,123900,120100,115900
"LaPorte County, Indiana",109888,110007,110029,110015,110884,111444,111281,111246,111374,111465,111063,110888,109787,110479,104164,145000,133600,131300,124200,126000,128300,125200,121700,119300,125800,120000,120300,122400,122100,111500
"Woodbury County, Iowa",103107,102539,102429,102779,102782,102271,102130,102323,102509,102407,102831,102559,102287,102972,99729,129400,128100,123200,120100,113900,103200,103300,95100,98500,98500,97000,98200,91800,90900,87600
"Schenectady County, New York",155299,155350,155565,154553,154604,155735,155333,155124,155058,154889,152169,151427,150818,150440,144344,183700,174200,164400,168100,167000,161700,165200,169300,169200,168000,160900,170100,159400,145300,128900
"Putnam County, Tennessee",80245,78843,77674,75931,74553,74165,73525,73229,72958,72564,72431,71160,69916,68284,63749,173000,162000,160400,157300,153200,143500,137900,137500,134300,131500,121500,134400,126100,107300,114400
"Blair County, Pennsylvania",121829,122492,123457,124650,125593,125955,126314,127121,127099,127031,126122,125174,125527,126494,122717,133600,128500,129600,114700,114800,112500,115200,105300,105700,105400,103200,96800,96200,89600,87900
"Lake County, Ohio",230149,230514,230117,228614,229245,229230,229857,229582,229885,230101,236775,234030,233392,232892,229566,164000,160600,157700,150900,150900,145200,149200,150100,147100,152600,161800,162900,156100,161500,156900
"Harrison County, West Virginia",67256,67554,67811,68400,68714,68761,68972,69141,69436,69233,68911,68853,68309,68745,67252,123900,115900,120400,113300,113200,98600,96700,89900,87200,105700,101800,93600,94600,92500,80400
"Rock County, Wisconsin",163354,163129,162309,161620,161448,161188,160739,160418,160092,160310,160155,160213,159623,159153,154296,162800,151400,142700,138800,133300,135100,125400,129300,133300,137000,139000,145900,139500,128000,121200
"Anderson County, Tennessee",76978,76482,76257,75936,75749,75528,75542,75416,75233,75160,74849,74169,73471,73579,71553,160700,152500,155200,127600,128700,139300,120100,130800,130600,136600,113600,120600,108600,104500,103400
"Pickens County, South Carolina",126884,124937,123479,122863,121691,120368,119829,119670,119574,119217,118144,116915,116003,114446,106583,158800,152200,154800,143100,134100,108600,124500,118400,130200,126900,120500,121900,125200,117000,110000
"Bartow County, Georgia",107738,106408,105054,103807,102747,101736,101273,100661,100421,100195,96217,94913,92834,91266,88189,184200,177900,165400,155700,144400,117100,131400,107200,129200,136100,140100,169200,155100,137900,134600
"Humboldt County, California",135558,136373,136754,136646,135727,134809,134493,134827,134761,134794,129623,129000,128864,128330,124031,348000,326400,325200,298300,278400,272200,259500,280400,304900,294100,303900,321200,321000,336000,300700
"Madera County, California",157327,157672,156890,154697,154998,154548,152389,152218,152925,151408,148632,148333,146513,146345,134159,294000,273500,240800,235400,232800,201100,174700,168800,169300,203900,226500,292500,332200,336500,308400
"Sherburne County, Minnesota",97238,96036,94570,93528,91705,91126,90158,89455,89319,88691,87832,87660,86287,84995,80003,255300,240700,245000,214400,198600,191600,183300,180600,207700,192200,211500,224900,240400,234200,230200
"Sutter County, California",96971,96807,96648,96651,96463,95847,95350,95022,94919,94806,92614,92207,92040,91410,87444,311200,314500,278300,254200,230200,202000,177800,166500,175900,206600,199600,265700,292700,335300,286600
"DeKalb County, Alabama",71513,71385,71617,70900,71130,71065,71013,71080,71375,71151,69380,68515,68016,68014,66407,115200,112000,114500,101600,101000,90500,106800,102400,97100,86600,83100,82500,82800,80700,71900
"Camden County, New Jersey",506471,507078,510719,510150,510923,511038,512854,513539,513241,513607,517879,517234,513769,517001,507843,206500,198600,197900,197400,193800,194300,189900,197900,215300,218300,226900,229000,223400,208600,184700
"Raleigh County, West Virginia",73361,74254,75022,76601,77510,78241,78833,79021,79127,78904,79187,79357,79170,79302,75436,103900,105000,101200,117500,105800,99600,102100,101700,95500,96600,81800,83000,95400,93300,81200
